TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
635,2023-06-01,1332,Product_1259,Sensor,7,714,194,Customer_162,Industrial,Germany,North America,218,4998,3472
3411,2023-06-01,1201,Product_1465,Robotics,8,407,201,Customer_192,Automotive,Japan,Asia-Pacific,586,3256,-1432
3257,2023-06-01,1001,Product_1327,Robotics,32,880,393,Customer_246,Consumer Electronics,China,Europe,299,28160,18592
4310,2023-06-01,1476,Product_1487,Robotics,37,856,348,Customer_12,Industrial,South Korea,North America,638,31672,8066
1879,2023-06-01,1122,Product_1333,Sensor,62,594,490,Customer_122,Consumer Electronics,Japan,Europe,137,36828,28334
41,2023-06-01,1167,Product_1410,Microchip,86,127,238,Customer_55,Industrial,South Korea,Europe,704,10922,-49622
2394,2023-06-01,1074,Product_1050,Robotics,2,475,315,Customer_2,Automotive,Japan,Europe,677,950,-404
8311,2023-06-01,1057,Product_1141,Microchip,58,376,187,Customer_211,Consumer Electronics,China,Asia-Pacific,39,21808,19546
7917,2023-06-01,1364,Product_1396,Sensor,19,902,257,Customer_75,Industrial,USA,Europe,368,17138,10146
1522,2023-06-01,1211,Product_1066,Sensor,41,124,454,Customer_358,Industrial,Germany,Europe,60,5084,2624
8266,2023-06-01,1377,Product_1180,Sensor,23,85,182,Customer_179,Consumer Electronics,USA,Asia-Pacific,705,1955,-14260
4421,2023-06-01,1463,Product_1105,Robotics,80,149,310,Customer_393,Industrial,Germany,Asia-Pacific,315,11920,-13280
7737,2023-06-01,1316,Product_1145,Robotics,1,973,397,Customer_107,Industrial,Japan,Europe,484,973,489
1631,2023-06-01,1047,Product_1217,Microchip,21,990,50,Customer_94,Automotive,Japan,Europe,610,20790,7980
7280,2023-06-01,1187,Product_1170,Microchip,82,545,63,Customer_471,Automotive,South Korea,Europe,730,44690,-15170
7172,2023-06-01,1181,Product_1372,Sensor,13,513,469,Customer_18,Automotive,China,Europe,277,6669,3068
3599,2023-06-01,1302,Product_1495,Sensor,2,691,69,Customer_475,Industrial,China,Europe,774,1382,-166
136,2023-06-01,1217,Product_1313,Microchip,55,727,84,Customer_395,Industrial,USA,North America,106,39985,34155
8152,2023-06-01,1397,Product_1036,Microchip,30,305,80,Customer_404,Industrial,Germany,Asia-Pacific,767,9150,-13860
973,2023-06-01,1151,Product_1119,Microchip,3,565,473,Customer_340,Automotive,Japan,Asia-Pacific,437,1695,384
1655,2023-06-01,1089,Product_1133,Robotics,84,220,282,Customer_70,Automotive,Germany,Asia-Pacific,53,18480,14028
988,2023-06-01,1109,Product_1458,Microchip,71,886,376,Customer_385,Industrial,Germany,Europe,440,62906,31666
2332,2023-06-01,1198,Product_1092,Sensor,27,294,455,Customer_52,Industrial,Germany,Europe,481,7938,-5049
6291,2023-06-01,1173,Product_1160,Robotics,1,935,349,Customer_382,Automotive,USA,Europe,228,935,707
2974,2023-06-01,1222,Product_1210,Robotics,70,738,418,Customer_276,Consumer Electronics,South Korea,Europe,27,51660,49770
6238,2023-06-01,1372,Product_1415,Microchip,10,160,257,Customer_89,Consumer Electronics,Germany,Asia-Pacific,691,1600,-5310
2528,2023-06-01,1091,Product_1285,Robotics,3,81,248,Customer_372,Industrial,USA,Asia-Pacific,216,243,-405
6834,2023-06-01,1108,Product_1003,Microchip,66,936,420,Customer_325,Automotive,USA,Europe,653,61776,18678
