TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
3071,2023-10-01,1401,Product_1329,Robotics,97,733,257,Customer_364,Consumer Electronics,Germany,North America,554,71101,17363
6726,2023-10-01,1292,Product_1382,Robotics,92,659,204,Customer_138,Automotive,Japan,North America,80,60628,53268
6628,2023-10-01,1492,Product_1213,Robotics,87,127,288,Customer_481,Consumer Electronics,China,Europe,11,11049,10092
9877,2023-10-01,1082,Product_1268,Sensor,99,370,329,Customer_227,Consumer Electronics,South Korea,Asia-Pacific,29,36630,33759
6759,2023-10-01,1467,Product_1119,Sensor,93,277,139,Customer_82,Automotive,Japan,Europe,796,25761,-48267
6380,2023-10-01,1282,Product_1106,Microchip,47,786,94,Customer_74,Consumer Electronics,South Korea,North America,716,36942,3290
7732,2023-10-01,1428,Product_1246,Sensor,26,257,473,Customer_271,Industrial,South Korea,Europe,37,6682,5720
9726,2023-10-01,1284,Product_1098,Sensor,68,665,310,Customer_296,Consumer Electronics,South Korea,North America,36,45220,42772
2468,2023-10-01,1324,Product_1449,Robotics,16,992,282,Customer_129,Consumer Electronics,China,North America,87,15872,14480
1726,2023-10-01,1204,Product_1016,Robotics,47,610,181,Customer_46,Automotive,South Korea,Asia-Pacific,323,28670,13489
5919,2023-10-01,1287,Product_1087,Sensor,36,425,61,Customer_255,Automotive,South Korea,North America,491,15300,-2376
3173,2023-10-01,1331,Product_1421,Sensor,60,689,257,Customer_384,Consumer Electronics,China,Asia-Pacific,473,41340,12960
9753,2023-10-01,1260,Product_1493,Microchip,62,304,355,Customer_12,Automotive,South Korea,North America,709,18848,-25110
6526,2023-10-01,1223,Product_1377,Sensor,58,653,65,Customer_91,Consumer Electronics,South Korea,North America,563,37874,5220
1649,2023-10-01,1085,Product_1257,Microchip,61,224,58,Customer_5,Automotive,Japan,North America,73,13664,9211
2410,2023-10-01,1375,Product_1304,Microchip,90,943,300,Customer_220,Consumer Electronics,China,Europe,301,84870,57780
6821,2023-10-01,1186,Product_1144,Sensor,3,743,5,Customer_111,Industrial,South Korea,Europe,587,2229,468
8393,2023-10-01,1313,Product_1206,Sensor,45,205,45,Customer_58,Consumer Electronics,South Korea,Europe,355,9225,-6750
9568,2023-10-01,1068,Product_1277,Sensor,63,328,51,Customer_20,Industrial,South Korea,Asia-Pacific,38,20664,18270
1455,2023-10-01,1332,Product_1210,Sensor,53,116,97,Customer_425,Automotive,South Korea,North America,14,6148,5406
8384,2023-10-01,1038,Product_1217,Sensor,18,427,457,Customer_446,Industrial,China,Asia-Pacific,456,7686,-522
8732,2023-10-01,1224,Product_1397,Sensor,31,779,433,Customer_33,Automotive,South Korea,Europe,397,24149,11842
5736,2023-10-01,1368,Product_1175,Robotics,30,639,172,Customer_96,Consumer Electronics,USA,Europe,103,19170,16080
4425,2023-10-01,1414,Product_1034,Robotics,27,460,2,Customer_171,Automotive,Germany,North America,517,12420,-1539
6006,2023-10-02,1237,Product_1129,Microchip,86,378,293,Customer_51,Consumer Electronics,USA,North America,602,32508,-19264
2315,2023-10-02,1268,Product_1290,Sensor,38,658,354,Customer_291,Automotive,South Korea,Asia-Pacific,544,25004,4332
6961,2023-10-02,1495,Product_1206,Microchip,99,291,345,Customer_148,Automotive,USA,North America,50,28809,23859
1328,2023-10-02,1279,Product_1411,Microchip,18,812,360,Customer_71,Automotive,Japan,Asia-Pacific,642,14616,3060
698,2023-10-02,1444,Product_1446,Microchip,71,759,178,Customer_60,Automotive,Japan,Asia-Pacific,796,53889,-2627
3678,2023-10-02,1074,Product_1224,Microchip,64,724,363,Customer_21,Automotive,Germany,Europe,202,46336,33408
1451,2023-10-02,1277,Product_1417,Sensor,15,478,396,Customer_362,Consumer Electronics,South Korea,North America,547,7170,-1035
2487,2023-10-02,1125,Product_1467,Robotics,9,459,488,Customer_253,Automotive,China,Europe,13,4131,4014
6576,2023-10-02,1195,Product_1096,Sensor,10,90,347,Customer_93,Automotive,USA,Asia-Pacific,504,900,-4140
8847,2023-10-02,1441,Product_1271,Robotics,12,716,392,Customer_423,Consumer Electronics,Germany,North America,408,8592,3696
7625,2023-10-02,1028,Product_1024,Robotics,94,904,22,Customer_186,Automotive,USA,Asia-Pacific,233,84976,63074
2875,2023-10-02,1047,Product_1308,Robotics,80,990,452,Customer_342,Consumer Electronics,South Korea,Europe,24,79200,77280
1349,2023-10-02,1493,Product_1257,Microchip,35,455,149,Customer_237,Consumer Electronics,China,Europe,504,15925,-1715
457,2023-10-02,1047,Product_1223,Microchip,74,191,345,Customer_14,Automotive,China,North America,363,14134,-12728
4682,2023-10-02,1311,Product_1196,Microchip,79,638,135,Customer_198,Industrial,Germany,Asia-Pacific,502,50402,10744
4917,2023-10-02,1356,Product_1257,Microchip,19,266,228,Customer_257,Consumer Electronics,Germany,Asia-Pacific,708,5054,-8398
1603,2023-10-02,1365,Product_1369,Sensor,1,348,282,Customer_133,Industrial,Germany,Asia-Pacific,533,348,-185
6688,2023-10-02,1463,Product_1277,Sensor,37,947,67,Customer_257,Consumer Electronics,USA,Europe,348,35039,22163
1846,2023-10-02,1002,Product_1443,Microchip,42,494,432,Customer_486,Consumer Electronics,USA,Europe,227,20748,11214
4971,2023-10-02,1255,Product_1039,Robotics,44,62,255,Customer_391,Consumer Electronics,China,Europe,472,2728,-18040
4372,2023-10-02,1223,Product_1188,Microchip,33,909,466,Customer_373,Automotive,South Korea,Asia-Pacific,293,29997,20328
321,2023-10-02,1415,Product_1376,Microchip,63,164,416,Customer_113,Industrial,South Korea,Europe,511,10332,-21861
4925,2023-10-02,1328,Product_1412,Microchip,79,65,326,Customer_224,Industrial,Germany,Europe,248,5135,-14457
3274,2023-10-02,1128,Product_1169,Sensor,45,852,354,Customer_448,Consumer Electronics,South Korea,Europe,750,38340,4590
7495,2023-10-02,1049,Product_1479,Sensor,84,833,487,Customer_141,Consumer Electronics,Germany,Europe,67,69972,64344
158,2023-10-02,1264,Product_1234,Microchip,40,333,370,Customer_391,Consumer Electronics,USA,Asia-Pacific,159,13320,6960
2737,2023-10-02,1174,Product_1328,Sensor,73,354,84,Customer_446,Consumer Electronics,Japan,North America,734,25842,-27740
2958,2023-10-02,1063,Product_1160,Microchip,57,832,1,Customer_157,Consumer Electronics,Japan,Europe,759,47424,4161
3067,2023-10-02,1187,Product_1410,Microchip,75,649,421,Customer_325,Automotive,Germany,Asia-Pacific,163,48675,36450
7706,2023-10-03,1323,Product_1424,Sensor,50,464,485,Customer_297,Consumer Electronics,China,North America,756,23200,-14600
401,2023-10-03,1369,Product_1383,Robotics,45,731,35,Customer_255,Consumer Electronics,USA,Asia-Pacific,532,32895,8955
9764,2023-10-03,1453,Product_1485,Robotics,37,619,56,Customer_45,Automotive,South Korea,North America,735,22903,-4292
5074,2023-10-03,1239,Product_1246,Robotics,4,18,30,Customer_466,Automotive,USA,Europe,147,72,-516
2838,2023-10-03,1207,Product_1193,Robotics,30,241,228,Customer_418,Consumer Electronics,China,Europe,48,7230,5790
6280,2023-10-03,1079,Product_1348,Microchip,2,166,299,Customer_149,Automotive,USA,North America,781,332,-1230
1989,2023-10-03,1200,Product_1039,Sensor,62,682,273,Customer_239,Consumer Electronics,USA,Asia-Pacific,382,42284,18600
498,2023-10-03,1433,Product_1458,Robotics,25,554,141,Customer_241,Automotive,Japan,North America,305,13850,6225
1964,2023-10-03,1067,Product_1015,Microchip,98,447,134,Customer_263,Consumer Electronics,China,North America,771,43806,-31752
4189,2023-10-03,1452,Product_1035,Robotics,67,777,302,Customer_108,Automotive,USA,Asia-Pacific,586,52059,12797
5783,2023-10-03,1254,Product_1380,Microchip,92,655,107,Customer_68,Industrial,USA,North America,680,60260,-2300
6803,2023-10-03,1149,Product_1080,Microchip,39,490,484,Customer_251,Consumer Electronics,South Korea,Asia-Pacific,159,19110,12909
5136,2023-10-03,1306,Product_1435,Sensor,67,804,116,Customer_233,Automotive,China,North America,763,53868,2747
8522,2023-10-03,1291,Product_1262,Sensor,1,377,383,Customer_496,Consumer Electronics,USA,Asia-Pacific,711,377,-334
894,2023-10-03,1381,Product_1183,Microchip,53,289,42,Customer_280,Automotive,USA,Asia-Pacific,195,15317,4982
6198,2023-10-03,1003,Product_1082,Sensor,93,360,92,Customer_223,Industrial,South Korea,North America,467,33480,-9951
9446,2023-10-03,1278,Product_1357,Robotics,25,675,90,Customer_275,Automotive,USA,Asia-Pacific,249,16875,10650
1105,2023-10-03,1064,Product_1189,Sensor,81,791,496,Customer_409,Industrial,USA,Europe,523,64071,21708
8957,2023-10-03,1056,Product_1066,Robotics,86,533,177,Customer_381,Industrial,China,Asia-Pacific,683,45838,-12900
6175,2023-10-03,1205,Product_1467,Robotics,20,413,227,Customer_410,Automotive,Japan,Asia-Pacific,476,8260,-1260
1256,2023-10-03,1012,Product_1139,Sensor,94,824,51,Customer_276,Industrial,USA,Asia-Pacific,566,77456,24252
6621,2023-10-03,1017,Product_1391,Robotics,63,81,282,Customer_25,Industrial,Germany,Europe,663,5103,-36666
9626,2023-10-03,1125,Product_1370,Microchip,38,907,99,Customer_213,Automotive,China,Asia-Pacific,595,34466,11856
5397,2023-10-03,1455,Product_1325,Robotics,52,551,219,Customer_214,Consumer Electronics,China,North America,457,28652,4888
1549,2023-10-03,1022,Product_1260,Microchip,61,497,480,Customer_14,Consumer Electronics,Germany,Asia-Pacific,239,30317,15738
8485,2023-10-04,1320,Product_1350,Microchip,91,428,342,Customer_419,Industrial,South Korea,Europe,75,38948,32123
40,2023-10-04,1272,Product_1002,Sensor,34,420,477,Customer_492,Consumer Electronics,Japan,Europe,528,14280,-3672
6138,2023-10-04,1443,Product_1425,Robotics,86,463,286,Customer_259,Automotive,Germany,Europe,235,39818,19608
8971,2023-10-04,1483,Product_1082,Sensor,74,960,66,Customer_399,Industrial,China,Europe,573,71040,28638
4507,2023-10-04,1342,Product_1371,Robotics,53,384,217,Customer_271,Automotive,South Korea,North America,616,20352,-12296
5606,2023-10-04,1064,Product_1187,Microchip,21,927,96,Customer_427,Automotive,Japan,Europe,292,19467,13335
2499,2023-10-04,1108,Product_1170,Sensor,45,651,300,Customer_272,Industrial,South Korea,Europe,728,29295,-3465
2367,2023-10-04,1439,Product_1412,Microchip,95,823,391,Customer_3,Industrial,China,Europe,361,78185,43890
8856,2023-10-04,1344,Product_1194,Microchip,26,760,445,Customer_262,Industrial,USA,North America,220,19760,14040
7062,2023-10-04,1169,Product_1460,Microchip,6,735,205,Customer_286,Automotive,Japan,Asia-Pacific,433,4410,1812
4384,2023-10-04,1228,Product_1417,Robotics,36,184,468,Customer_170,Consumer Electronics,South Korea,Europe,463,6624,-10044
4952,2023-10-04,1321,Product_1183,Microchip,58,780,242,Customer_271,Automotive,Germany,Asia-Pacific,405,45240,21750
8241,2023-10-04,1475,Product_1392,Robotics,18,769,301,Customer_224,Automotive,USA,Asia-Pacific,423,13842,6228
8966,2023-10-04,1414,Product_1241,Robotics,25,993,207,Customer_201,Consumer Electronics,USA,Europe,338,24825,16375
4520,2023-10-04,1389,Product_1347,Sensor,83,673,170,Customer_307,Consumer Electronics,Japan,North America,11,55859,54946
8527,2023-10-04,1269,Product_1162,Sensor,71,876,372,Customer_30,Industrial,South Korea,Europe,98,62196,55238
110,2023-10-04,1259,Product_1418,Microchip,96,885,255,Customer_369,Automotive,South Korea,Asia-Pacific,737,84960,14208
4095,2023-10-04,1459,Product_1276,Microchip,15,722,176,Customer_431,Industrial,Germany,North America,715,10830,105
3890,2023-10-04,1486,Product_1384,Sensor,45,437,32,Customer_494,Consumer Electronics,Germany,North America,635,19665,-8910
7992,2023-10-04,1118,Product_1061,Sensor,49,858,249,Customer_270,Consumer Electronics,Germany,Asia-Pacific,519,42042,16611
9066,2023-10-04,1266,Product_1366,Microchip,56,612,439,Customer_392,Automotive,China,Europe,202,34272,22960
6559,2023-10-04,1461,Product_1450,Robotics,44,536,357,Customer_125,Consumer Electronics,China,North America,167,23584,16236
6337,2023-10-04,1346,Product_1014,Sensor,54,174,237,Customer_76,Consumer Electronics,China,North America,478,9396,-16416
2831,2023-10-04,1037,Product_1115,Robotics,85,373,414,Customer_69,Industrial,South Korea,North America,384,31705,-935
1814,2023-10-04,1382,Product_1386,Microchip,6,955,174,Customer_116,Consumer Electronics,USA,North America,161,5730,4764
1254,2023-10-04,1292,Product_1253,Microchip,20,970,384,Customer_276,Automotive,USA,Europe,75,19400,17900
9629,2023-10-04,1465,Product_1197,Microchip,75,588,391,Customer_297,Automotive,USA,Europe,365,44100,16725
6274,2023-10-04,1236,Product_1308,Microchip,19,689,371,Customer_296,Consumer Electronics,USA,Asia-Pacific,558,13091,2489
2880,2023-10-04,1277,Product_1387,Microchip,53,574,386,Customer_407,Automotive,South Korea,Europe,687,30422,-5989
6285,2023-10-04,1429,Product_1086,Robotics,48,900,293,Customer_500,Automotive,China,Europe,193,43200,33936
1808,2023-10-05,1443,Product_1059,Microchip,55,714,394,Customer_153,Consumer Electronics,Germany,North America,204,39270,28050
1872,2023-10-05,1213,Product_1135,Sensor,10,562,462,Customer_127,Industrial,Germany,Asia-Pacific,331,5620,2310
876,2023-10-05,1114,Product_1125,Robotics,22,962,380,Customer_322,Automotive,USA,Europe,368,21164,13068
8988,2023-10-05,1378,Product_1322,Microchip,95,484,163,Customer_27,Consumer Electronics,Germany,Europe,405,45980,7505
4931,2023-10-05,1064,Product_1295,Microchip,49,286,367,Customer_156,Industrial,Germany,North America,170,14014,5684
7249,2023-10-05,1166,Product_1284,Sensor,9,640,494,Customer_17,Automotive,South Korea,Asia-Pacific,639,5760,9
9396,2023-10-05,1314,Product_1364,Robotics,15,98,406,Customer_39,Consumer Electronics,China,Europe,558,1470,-6900
7697,2023-10-05,1072,Product_1063,Robotics,20,569,48,Customer_417,Industrial,USA,Asia-Pacific,97,11380,9440
2188,2023-10-05,1199,Product_1348,Robotics,56,161,336,Customer_354,Automotive,South Korea,North America,208,9016,-2632
1642,2023-10-05,1404,Product_1313,Microchip,48,613,168,Customer_406,Industrial,USA,North America,87,29424,25248
7765,2023-10-05,1117,Product_1385,Robotics,27,216,326,Customer_339,Industrial,Japan,Asia-Pacific,153,5832,1701
4424,2023-10-05,1068,Product_1002,Sensor,94,252,176,Customer_38,Consumer Electronics,China,North America,437,23688,-17390
2797,2023-10-05,1499,Product_1057,Sensor,48,501,429,Customer_206,Automotive,Germany,Europe,570,24048,-3312
3613,2023-10-05,1081,Product_1470,Robotics,85,468,182,Customer_442,Automotive,Germany,North America,215,39780,21505
757,2023-10-05,1337,Product_1469,Robotics,91,507,43,Customer_19,Industrial,China,North America,351,46137,14196
5083,2023-10-05,1222,Product_1019,Sensor,14,603,152,Customer_475,Automotive,South Korea,North America,694,8442,-1274
6105,2023-10-05,1381,Product_1427,Microchip,1,246,204,Customer_457,Consumer Electronics,China,Asia-Pacific,650,246,-404
4624,2023-10-05,1433,Product_1400,Robotics,32,705,420,Customer_292,Automotive,South Korea,Europe,136,22560,18208
913,2023-10-05,1046,Product_1123,Robotics,63,617,422,Customer_249,Consumer Electronics,Japan,Asia-Pacific,664,38871,-2961
2500,2023-10-05,1390,Product_1352,Robotics,63,187,32,Customer_73,Consumer Electronics,China,Asia-Pacific,649,11781,-29106
6752,2023-10-05,1328,Product_1481,Microchip,47,169,135,Customer_333,Industrial,China,Europe,389,7943,-10340
399,2023-10-05,1333,Product_1208,Sensor,56,906,209,Customer_414,Industrial,USA,Europe,314,50736,33152
6853,2023-10-06,1175,Product_1017,Sensor,54,417,220,Customer_224,Automotive,USA,Europe,41,22518,20304
9119,2023-10-06,1477,Product_1034,Sensor,12,102,418,Customer_203,Consumer Electronics,China,North America,552,1224,-5400
2729,2023-10-06,1089,Product_1439,Robotics,76,941,276,Customer_271,Automotive,USA,North America,492,71516,34124
5829,2023-10-06,1325,Product_1394,Microchip,32,937,219,Customer_297,Consumer Electronics,South Korea,North America,598,29984,10848
4280,2023-10-06,1180,Product_1210,Robotics,94,199,323,Customer_185,Automotive,South Korea,Asia-Pacific,301,18706,-9588
5408,2023-10-06,1388,Product_1420,Microchip,51,139,290,Customer_70,Automotive,USA,Europe,337,7089,-10098
5542,2023-10-06,1498,Product_1343,Sensor,38,743,236,Customer_232,Industrial,Germany,North America,763,28234,-760
2354,2023-10-06,1105,Product_1113,Robotics,55,341,281,Customer_129,Industrial,USA,Asia-Pacific,219,18755,6710
7188,2023-10-06,1259,Product_1383,Sensor,74,171,106,Customer_53,Automotive,China,Asia-Pacific,655,12654,-35816
3199,2023-10-06,1089,Product_1168,Microchip,53,554,158,Customer_263,Consumer Electronics,Japan,Asia-Pacific,688,29362,-7102
3976,2023-10-06,1384,Product_1375,Sensor,69,756,360,Customer_418,Consumer Electronics,China,North America,89,52164,46023
3404,2023-10-06,1420,Product_1176,Robotics,55,654,487,Customer_337,Industrial,China,Asia-Pacific,521,35970,7315
4748,2023-10-06,1058,Product_1051,Robotics,99,715,140,Customer_18,Industrial,South Korea,Europe,506,70785,20691
5430,2023-10-06,1283,Product_1440,Sensor,45,508,205,Customer_468,Industrial,South Korea,North America,749,22860,-10845
8830,2023-10-06,1464,Product_1292,Sensor,82,353,355,Customer_249,Consumer Electronics,South Korea,Europe,40,28946,25666
99,2023-10-06,1418,Product_1467,Robotics,24,738,394,Customer_111,Automotive,Japan,Europe,62,17712,16224
9136,2023-10-06,1301,Product_1232,Sensor,7,919,7,Customer_197,Industrial,China,Asia-Pacific,671,6433,1736
154,2023-10-06,1408,Product_1023,Microchip,1,180,194,Customer_210,Consumer Electronics,South Korea,Asia-Pacific,521,180,-341
2471,2023-10-06,1054,Product_1490,Sensor,79,638,228,Customer_43,Consumer Electronics,USA,North America,160,50402,37762
66,2023-10-06,1309,Product_1462,Sensor,77,911,430,Customer_404,Industrial,China,North America,572,70147,26103
6295,2023-10-06,1102,Product_1138,Robotics,34,615,455,Customer_489,Consumer Electronics,Germany,Europe,234,20910,12954
9878,2023-10-06,1058,Product_1126,Robotics,42,405,48,Customer_298,Industrial,China,Asia-Pacific,271,17010,5628
5071,2023-10-06,1132,Product_1280,Microchip,24,872,400,Customer_275,Consumer Electronics,China,Europe,725,20928,3528
8563,2023-10-06,1467,Product_1107,Sensor,48,805,126,Customer_255,Consumer Electronics,China,North America,101,38640,33792
7256,2023-10-06,1252,Product_1468,Robotics,42,264,43,Customer_169,Consumer Electronics,South Korea,North America,76,11088,7896
5885,2023-10-06,1125,Product_1365,Sensor,84,78,203,Customer_283,Consumer Electronics,China,Europe,275,6552,-16548
8102,2023-10-06,1322,Product_1091,Robotics,4,628,182,Customer_65,Industrial,South Korea,Asia-Pacific,770,2512,-568
