TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
9595,2023-04-01,1319,Product_1210,Robotics,93,453,463,Customer_116,Consumer Electronics,Japan,North America,131,42129,29946
9838,2023-04-01,1093,Product_1205,Sensor,32,630,248,Customer_80,Consumer Electronics,Germany,Asia-Pacific,55,20160,18400
2798,2023-04-01,1112,Product_1424,Sensor,16,160,402,Customer_370,Automotive,South Korea,North America,480,2560,-5120
9575,2023-04-01,1473,Product_1092,Robotics,49,476,384,Customer_245,Consumer Electronics,USA,Asia-Pacific,133,23324,16807
2433,2023-04-01,1218,Product_1150,Robotics,42,853,381,Customer_428,Consumer Electronics,Germany,Europe,363,35826,20580
1359,2023-04-01,1265,Product_1329,Microchip,56,203,337,Customer_392,Industrial,China,Europe,579,11368,-21056
7001,2023-04-01,1341,Product_1003,Microchip,8,838,331,Customer_331,Automotive,Japan,Europe,66,6704,6176
2933,2023-04-01,1127,Product_1338,Robotics,23,645,346,Customer_346,Automotive,USA,North America,566,14835,1817
445,2023-04-01,1165,Product_1468,Sensor,23,551,218,Customer_138,Automotive,USA,Asia-Pacific,216,12673,7705
1956,2023-04-01,1009,Product_1028,Sensor,16,12,166,Customer_60,Automotive,China,Asia-Pacific,405,192,-6288
9903,2023-04-01,1334,Product_1468,Robotics,33,488,414,Customer_468,Automotive,South Korea,North America,398,16104,2970
9662,2023-04-01,1211,Product_1163,Robotics,37,594,491,Customer_408,Automotive,USA,Europe,264,21978,12210
8132,2023-04-01,1369,Product_1334,Sensor,36,725,350,Customer_173,Industrial,South Korea,Europe,624,26100,3636
9298,2023-04-01,1283,Product_1123,Sensor,99,317,479,Customer_469,Automotive,China,Europe,546,31383,-22671
6766,2023-04-01,1010,Product_1166,Sensor,29,608,167,Customer_340,Industrial,China,Europe,683,17632,-2175
4399,2023-04-01,1101,Product_1203,Microchip,15,788,174,Customer_92,Automotive,China,North America,189,11820,8985
6277,2023-04-01,1005,Product_1070,Sensor,90,393,396,Customer_417,Consumer Electronics,China,North America,286,35370,9630
2400,2023-04-01,1483,Product_1095,Microchip,18,921,149,Customer_443,Automotive,China,North America,136,16578,14130
6486,2023-04-01,1212,Product_1269,Robotics,2,282,153,Customer_324,Consumer Electronics,South Korea,Europe,188,564,188
150,2023-04-01,1281,Product_1258,Robotics,8,118,175,Customer_432,Consumer Electronics,USA,Europe,462,944,-2752
