TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
4401,2023-07-01,1243,Product_1437,Robotics,62,465,209,Customer_265,Automotive,Germany,Asia-Pacific,553,28830,-5456
7521,2023-07-01,1266,Product_1029,Microchip,25,557,278,Customer_400,Automotive,USA,Asia-Pacific,563,13925,-150
2022,2023-07-01,1241,Product_1151,Microchip,1,955,466,Customer_107,Consumer Electronics,USA,Asia-Pacific,404,955,551
2079,2023-07-01,1257,Product_1200,Robotics,81,780,367,Customer_268,Consumer Electronics,USA,Asia-Pacific,665,63180,9315
4241,2023-07-01,1489,Product_1240,Microchip,94,427,26,Customer_43,Industrial,USA,North America,577,40138,-14100
1125,2023-07-01,1286,Product_1095,Microchip,59,679,332,Customer_203,Industrial,Germany,Europe,118,40061,33099
523,2023-07-01,1472,Product_1266,Robotics,7,968,429,Customer_337,Consumer Electronics,USA,North America,449,6776,3633
2246,2023-07-01,1146,Product_1115,Robotics,52,643,80,Customer_145,Industrial,China,North America,493,33436,7800
4575,2023-07-01,1141,Product_1314,Microchip,69,808,34,Customer_251,Industrial,Germany,Europe,301,55752,34983
3220,2023-07-01,1410,Product_1063,Robotics,15,370,228,Customer_102,Industrial,Japan,Europe,511,5550,-2115
5,2023-07-01,1188,Product_1193,Sensor,89,300,58,Customer_382,Consumer Electronics,Japan,Europe,353,26700,-4717
8421,2023-07-01,1208,Product_1081,Robotics,4,598,495,Customer_122,Consumer Electronics,Japan,Asia-Pacific,107,2392,1964
1475,2023-07-01,1184,Product_1153,Sensor,86,536,26,Customer_378,Automotive,South Korea,North America,223,46096,26918
103,2023-07-01,1126,Product_1253,Sensor,63,599,191,Customer_438,Consumer Electronics,China,Asia-Pacific,755,37737,-9828
5371,2023-07-01,1495,Product_1143,Sensor,32,752,300,Customer_184,Industrial,China,Asia-Pacific,558,24064,6208
6060,2023-07-01,1296,Product_1246,Microchip,20,801,368,Customer_431,Consumer Electronics,South Korea,Asia-Pacific,364,16020,8740
8825,2023-07-01,1277,Product_1452,Microchip,54,184,17,Customer_285,Industrial,Japan,Europe,176,9936,432
3294,2023-07-01,1353,Product_1397,Sensor,40,73,147,Customer_128,Consumer Electronics,South Korea,Asia-Pacific,525,2920,-18080
829,2023-07-01,1276,Product_1339,Microchip,27,115,6,Customer_168,Consumer Electronics,Japan,Europe,475,3105,-9720
2774,2023-07-01,1313,Product_1259,Microchip,12,142,284,Customer_308,Industrial,South Korea,North America,231,1704,-1068
786,2023-07-01,1226,Product_1087,Microchip,5,144,421,Customer_324,Industrial,South Korea,Europe,621,720,-2385
1626,2023-07-01,1479,Product_1451,Robotics,3,36,72,Customer_32,Automotive,Japan,Asia-Pacific,276,108,-720
4222,2023-07-01,1464,Product_1062,Robotics,15,369,230,Customer_49,Automotive,South Korea,North America,784,5535,-6225
5105,2023-07-01,1347,Product_1050,Sensor,98,935,328,Customer_113,Automotive,Germany,North America,81,91630,83692
1836,2023-07-01,1018,Product_1379,Robotics,97,334,135,Customer_359,Consumer Electronics,China,Asia-Pacific,442,32398,-10476
9318,2023-07-01,1122,Product_1432,Sensor,76,806,206,Customer_101,Consumer Electronics,Japan,Asia-Pacific,474,61256,25232
4708,2023-07-01,1025,Product_1421,Sensor,9,552,255,Customer_225,Automotive,South Korea,North America,779,4968,-2043
6783,2023-07-01,1083,Product_1483,Microchip,32,622,36,Customer_432,Automotive,USA,Europe,176,19904,14272
8060,2023-07-01,1390,Product_1409,Robotics,53,187,393,Customer_444,Automotive,Japan,Europe,340,9911,-8109
4188,2023-07-01,1378,Product_1409,Sensor,12,291,27,Customer_303,Industrial,Germany,North America,548,3492,-3084
