TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
3167,2023-01-01,1044,Product_1281,Sensor,78,825,170,Customer_278,Industrial,USA,North America,7,64350,63804
8031,2023-01-01,1406,Product_1169,Microchip,29,805,256,Customer_411,Consumer Electronics,China,North America,647,23345,4582
5758,2023-01-01,1082,Product_1162,Microchip,45,288,190,Customer_182,Industrial,South Korea,Europe,196,12960,4140
1520,2023-01-01,1216,Product_1464,Microchip,99,758,484,Customer_272,Industrial,Japan,North America,161,75042,59103
7851,2023-01-01,1390,Product_1410,Microchip,92,335,467,Customer_27,Automotive,China,North America,597,30820,-24104
812,2023-01-01,1309,Product_1184,Microchip,56,517,446,Customer_438,Consumer Electronics,Germany,Asia-Pacific,273,28952,13664
5159,2023-01-01,1226,Product_1100,Robotics,98,540,266,Customer_300,Automotive,Japan,Asia-Pacific,723,52920,-17934
464,2023-01-01,1020,Product_1500,Robotics,93,760,481,Customer_169,Consumer Electronics,China,Asia-Pacific,106,70680,60822
4020,2023-01-01,1061,Product_1385,Sensor,98,340,335,Customer_301,Consumer Electronics,China,Europe,108,33320,22736
7282,2023-01-01,1379,Product_1304,Microchip,8,869,219,Customer_14,Consumer Electronics,USA,Asia-Pacific,628,6952,1928
338,2023-01-01,1249,Product_1354,Microchip,44,237,61,Customer_81,Consumer Electronics,USA,Europe,726,10428,-21516
6865,2023-01-01,1272,Product_1421,Robotics,36,352,11,Customer_19,Automotive,Japan,North America,70,12672,10152
9167,2023-01-01,1027,Product_1457,Robotics,38,571,201,Customer_106,Automotive,Japan,North America,293,21698,10564
6421,2023-01-01,1067,Product_1410,Microchip,69,888,329,Customer_2,Automotive,China,Asia-Pacific,532,61272,24564
49,2023-01-01,1218,Product_1015,Sensor,99,456,482,Customer_271,Industrial,South Korea,Asia-Pacific,74,45144,37818
1462,2023-01-01,1051,Product_1132,Microchip,73,401,177,Customer_151,Industrial,USA,Europe,730,29273,-24017
7744,2023-01-01,1024,Product_1419,Sensor,72,127,115,Customer_259,Automotive,South Korea,Europe,770,9144,-46296
2911,2023-01-01,1250,Product_1404,Microchip,79,216,387,Customer_138,Industrial,Japan,Europe,696,17064,-37920
2057,2023-01-01,1353,Product_1290,Robotics,74,227,92,Customer_4,Consumer Electronics,Germany,Asia-Pacific,241,16798,-1036
488,2023-01-01,1126,Product_1430,Robotics,38,846,343,Customer_467,Consumer Electronics,South Korea,North America,799,32148,1786
8778,2023-01-01,1341,Product_1018,Sensor,86,758,467,Customer_21,Automotive,USA,Europe,101,65188,56502
1229,2023-01-01,1394,Product_1471,Sensor,72,16,431,Customer_75,Industrial,Germany,Europe,773,1152,-54504
9076,2023-01-01,1156,Product_1092,Robotics,73,348,392,Customer_315,Automotive,South Korea,Asia-Pacific,255,25404,6789
1930,2023-01-01,1069,Product_1290,Sensor,34,343,56,Customer_457,Consumer Electronics,South Korea,Asia-Pacific,761,11662,-14212
2861,2023-01-01,1384,Product_1227,Robotics,4,793,129,Customer_462,Consumer Electronics,Japan,Asia-Pacific,676,3172,468
3271,2023-01-01,1175,Product_1299,Sensor,18,987,285,Customer_364,Industrial,China,Europe,299,17766,12384
5246,2023-01-01,1008,Product_1443,Sensor,56,439,244,Customer_260,Industrial,Germany,Europe,794,24584,-19880
505,2023-01-01,1122,Product_1054,Microchip,81,213,67,Customer_121,Automotive,South Korea,Europe,756,17253,-43983
6048,2023-01-01,1242,Product_1244,Sensor,22,435,153,Customer_395,Consumer Electronics,USA,Europe,357,9570,1716
