TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
8329,2023-05-01,1211,Product_1457,Sensor,40,531,246,Customer_417,Industrial,South Korea,North America,702,21240,-6840
246,2023-05-01,1457,Product_1020,Microchip,34,793,385,Customer_93,Industrial,China,North America,554,26962,8126
6180,2023-05-01,1221,Product_1157,Microchip,56,305,189,Customer_400,Consumer Electronics,USA,Asia-Pacific,135,17080,9520
8095,2023-05-01,1103,Product_1078,Sensor,49,204,22,Customer_471,Consumer Electronics,China,North America,429,9996,-11025
3940,2023-05-01,1080,Product_1487,Robotics,13,94,130,Customer_204,Industrial,South Korea,Asia-Pacific,129,1222,-455
7419,2023-05-01,1195,Product_1194,Sensor,34,799,41,Customer_261,Industrial,Germany,Europe,100,27166,23766
8071,2023-05-01,1303,Product_1193,Microchip,85,552,436,Customer_496,Consumer Electronics,Germany,Asia-Pacific,637,46920,-7225
4808,2023-05-01,1335,Product_1428,Robotics,1,728,115,Customer_197,Automotive,China,Asia-Pacific,668,728,60
3213,2023-05-01,1154,Product_1001,Microchip,3,805,474,Customer_251,Automotive,South Korea,North America,219,2415,1758
8067,2023-05-01,1236,Product_1341,Microchip,5,573,350,Customer_143,Automotive,China,North America,602,2865,-145
3540,2023-05-01,1409,Product_1013,Sensor,84,284,323,Customer_107,Consumer Electronics,Japan,North America,427,23856,-12012
7729,2023-05-01,1163,Product_1111,Microchip,56,596,456,Customer_130,Automotive,Japan,North America,386,33376,11760
1611,2023-05-01,1173,Product_1210,Microchip,73,938,371,Customer_192,Industrial,USA,North America,528,68474,29930
5934,2023-05-01,1017,Product_1052,Robotics,65,410,30,Customer_272,Industrial,South Korea,Europe,683,26650,-17745
7719,2023-05-01,1151,Product_1006,Sensor,30,823,337,Customer_378,Industrial,South Korea,North America,171,24690,19560
5980,2023-05-01,1285,Product_1109,Sensor,39,120,94,Customer_285,Industrial,South Korea,Asia-Pacific,672,4680,-21528
2876,2023-05-01,1165,Product_1185,Sensor,7,107,248,Customer_35,Consumer Electronics,South Korea,North America,283,749,-1232
5190,2023-05-01,1397,Product_1469,Sensor,48,323,454,Customer_152,Consumer Electronics,Germany,Europe,351,15504,-1344
253,2023-05-01,1140,Product_1138,Sensor,53,292,121,Customer_271,Industrial,USA,North America,419,15476,-6731
2291,2023-05-01,1471,Product_1090,Sensor,76,685,1,Customer_313,Consumer Electronics,USA,Europe,432,52060,19228
677,2023-05-01,1398,Product_1109,Microchip,1,588,104,Customer_500,Automotive,China,Europe,596,588,-8
4018,2023-05-01,1148,Product_1037,Robotics,41,245,499,Customer_362,Consumer Electronics,China,North America,338,10045,-3813
1629,2023-05-01,1007,Product_1441,Sensor,21,722,185,Customer_394,Automotive,Germany,North America,552,15162,3570
7508,2023-05-01,1334,Product_1115,Sensor,22,168,298,Customer_378,Automotive,Japan,Asia-Pacific,205,3696,-814
