TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
9259,2023-09-01,1168,Product_1299,Robotics,46,736,260,Customer_179,Automotive,Germany,Europe,703,33856,1518
6207,2023-09-01,1017,Product_1205,Microchip,86,121,67,Customer_401,Industrial,China,Asia-Pacific,775,10406,-56244
2842,2023-09-01,1087,Product_1220,Microchip,62,59,201,Customer_159,Automotive,Germany,Europe,467,3658,-25296
730,2023-09-01,1166,Product_1430,Robotics,37,435,273,Customer_44,Industrial,Germany,Asia-Pacific,610,16095,-6475
5030,2023-09-01,1143,Product_1142,Robotics,67,310,100,Customer_365,Industrial,Japan,Europe,474,20770,-10988
5751,2023-09-01,1129,Product_1179,Sensor,99,751,480,Customer_1,Automotive,South Korea,Europe,344,74349,40293
3587,2023-09-01,1044,Product_1301,Robotics,31,285,44,Customer_482,Automotive,USA,North America,562,8835,-8587
471,2023-09-01,1263,Product_1353,Microchip,81,369,309,Customer_116,Industrial,China,Asia-Pacific,602,29889,-18873
5749,2023-09-01,1337,Product_1142,Sensor,85,860,171,Customer_249,Consumer Electronics,Germany,Asia-Pacific,91,73100,65365
9879,2023-09-01,1453,Product_1376,Robotics,50,317,320,Customer_317,Automotive,USA,Europe,286,15850,1550
6455,2023-09-01,1308,Product_1308,Sensor,59,192,78,Customer_257,Industrial,South Korea,North America,704,11328,-30208
1370,2023-09-01,1039,Product_1223,Robotics,8,436,185,Customer_44,Consumer Electronics,Germany,North America,408,3488,224
8101,2023-09-01,1400,Product_1417,Sensor,87,377,85,Customer_186,Consumer Electronics,Japan,North America,719,32799,-29754
4148,2023-09-01,1208,Product_1298,Microchip,21,259,387,Customer_467,Consumer Electronics,China,North America,433,5439,-3654
484,2023-09-01,1369,Product_1211,Sensor,76,56,68,Customer_316,Automotive,USA,Europe,312,4256,-19456
4262,2023-09-01,1375,Product_1378,Microchip,59,743,145,Customer_391,Industrial,China,North America,336,43837,24013
1604,2023-09-01,1425,Product_1064,Sensor,22,569,330,Customer_307,Automotive,Germany,North America,330,12518,5258
5831,2023-09-01,1052,Product_1125,Microchip,54,202,352,Customer_18,Industrial,USA,North America,683,10908,-25974
450,2023-09-01,1293,Product_1486,Microchip,92,284,206,Customer_70,Automotive,China,Europe,36,26128,22816
3802,2023-09-01,1071,Product_1171,Sensor,51,711,427,Customer_401,Consumer Electronics,USA,Asia-Pacific,400,36261,15861
8798,2023-09-01,1310,Product_1329,Microchip,73,522,271,Customer_213,Industrial,South Korea,North America,720,38106,-14454
9198,2023-09-01,1304,Product_1435,Sensor,18,708,354,Customer_422,Consumer Electronics,South Korea,Europe,479,12744,4122
531,2023-09-01,1440,Product_1056,Robotics,66,98,151,Customer_160,Consumer Electronics,USA,Europe,441,6468,-22638
3685,2023-09-01,1252,Product_1464,Microchip,26,328,352,Customer_137,Automotive,USA,Europe,158,8528,4420
9968,2023-09-01,1103,Product_1292,Robotics,34,919,48,Customer_3,Consumer Electronics,USA,Asia-Pacific,294,31246,21250
5556,2023-09-01,1425,Product_1183,Robotics,63,794,58,Customer_176,Automotive,South Korea,Asia-Pacific,63,50022,46053
7713,2023-09-01,1348,Product_1286,Robotics,58,23,159,Customer_161,Consumer Electronics,Germany,Europe,701,1334,-39324
8803,2023-09-01,1279,Product_1012,Sensor,31,729,229,Customer_243,Automotive,South Korea,Europe,437,22599,9052
6784,2023-09-01,1025,Product_1080,Robotics,44,354,147,Customer_382,Industrial,Japan,Europe,187,15576,7348
16,2023-09-01,1028,Product_1033,Sensor,86,223,204,Customer_162,Industrial,USA,Europe,151,19178,6192
5984,2023-09-01,1283,Product_1457,Microchip,1,795,418,Customer_331,Industrial,Germany,Europe,767,795,28
4964,2023-09-02,1054,Product_1394,Microchip,90,257,219,Customer_175,Automotive,Germany,North America,464,23130,-18630
8163,2023-09-02,1333,Product_1271,Sensor,70,23,41,Customer_392,Consumer Electronics,South Korea,Europe,481,1610,-32060
7506,2023-09-02,1486,Product_1230,Sensor,47,366,328,Customer_190,Industrial,South Korea,Asia-Pacific,350,17202,752
9641,2023-09-02,1151,Product_1149,Sensor,88,379,330,Customer_82,Industrial,Germany,North America,143,33352,20768
9133,2023-09-02,1214,Product_1477,Robotics,71,936,254,Customer_420,Automotive,USA,Asia-Pacific,644,66456,20732
8915,2023-09-02,1124,Product_1070,Sensor,93,995,191,Customer_148,Industrial,USA,Asia-Pacific,607,92535,36084
9851,2023-09-02,1113,Product_1451,Sensor,96,771,93,Customer_431,Automotive,Germany,North America,201,74016,54720
9731,2023-09-02,1402,Product_1113,Microchip,21,421,243,Customer_382,Consumer Electronics,South Korea,North America,753,8841,-6972
2854,2023-09-02,1062,Product_1242,Robotics,5,123,258,Customer_79,Consumer Electronics,USA,Europe,465,615,-1710
6334,2023-09-02,1372,Product_1075,Sensor,83,165,20,Customer_102,Industrial,Germany,Europe,402,13695,-19671
9297,2023-09-02,1319,Product_1446,Microchip,62,81,262,Customer_164,Automotive,South Korea,Asia-Pacific,253,5022,-10664
4872,2023-09-02,1019,Product_1099,Sensor,42,706,85,Customer_453,Consumer Electronics,USA,North America,431,29652,11550
4583,2023-09-02,1149,Product_1181,Microchip,65,968,437,Customer_385,Consumer Electronics,China,Europe,480,62920,31720
9110,2023-09-02,1330,Product_1333,Microchip,82,784,116,Customer_151,Automotive,USA,North America,513,64288,22222
9621,2023-09-02,1117,Product_1052,Robotics,60,129,357,Customer_275,Industrial,South Korea,Asia-Pacific,601,7740,-28320
2569,2023-09-02,1250,Product_1286,Sensor,93,631,50,Customer_39,Automotive,Japan,Europe,87,58683,50592
8574,2023-09-02,1499,Product_1098,Microchip,94,947,78,Customer_455,Industrial,Germany,North America,42,89018,85070
68,2023-09-02,1486,Product_1092,Microchip,61,450,22,Customer_75,Industrial,South Korea,Asia-Pacific,590,27450,-8540
9827,2023-09-02,1095,Product_1124,Robotics,25,316,84,Customer_195,Automotive,Japan,North America,101,7900,5375
3938,2023-09-02,1144,Product_1442,Robotics,87,564,118,Customer_152,Consumer Electronics,USA,North America,427,49068,11919
3210,2023-09-02,1117,Product_1318,Sensor,72,160,388,Customer_335,Consumer Electronics,Japan,North America,262,11520,-7344
3393,2023-09-02,1107,Product_1333,Robotics,57,448,122,Customer_243,Industrial,Japan,Asia-Pacific,341,25536,6099
500,2023-09-02,1166,Product_1416,Sensor,94,390,420,Customer_331,Consumer Electronics,Japan,Asia-Pacific,602,36660,-19928
887,2023-09-02,1244,Product_1002,Robotics,72,814,286,Customer_204,Automotive,South Korea,Asia-Pacific,120,58608,49968
1901,2023-09-02,1387,Product_1283,Robotics,35,658,75,Customer_67,Automotive,Japan,Asia-Pacific,85,23030,20055
6690,2023-09-02,1235,Product_1010,Robotics,11,309,297,Customer_461,Automotive,South Korea,Asia-Pacific,499,3399,-2090
8529,2023-09-02,1151,Product_1382,Sensor,25,555,479,Customer_97,Automotive,Germany,North America,450,13875,2625
7128,2023-09-02,1061,Product_1355,Robotics,70,285,241,Customer_300,Industrial,South Korea,Asia-Pacific,315,19950,-2100
490,2023-09-02,1240,Product_1442,Sensor,53,803,133,Customer_181,Automotive,Japan,North America,361,42559,23426
5291,2023-09-03,1042,Product_1453,Robotics,65,676,184,Customer_252,Consumer Electronics,USA,Asia-Pacific,338,43940,21970
9767,2023-09-03,1197,Product_1466,Sensor,8,51,170,Customer_217,Industrial,South Korea,Asia-Pacific,464,408,-3304
3181,2023-09-03,1163,Product_1314,Sensor,78,905,301,Customer_252,Consumer Electronics,USA,North America,716,70590,14742
855,2023-09-03,1014,Product_1195,Sensor,97,455,337,Customer_72,Consumer Electronics,South Korea,Asia-Pacific,783,44135,-31816
