TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
424,2023-02-01,1232,Product_1240,Microchip,49,92,24,Customer_420,Consumer Electronics,China,North America,655,4508,-27587
2368,2023-02-01,1250,Product_1039,Microchip,45,459,427,Customer_142,Automotive,Germany,North America,352,20655,4815
7059,2023-02-01,1035,Product_1351,Sensor,40,242,35,Customer_331,Automotive,South Korea,North America,157,9680,3400
9545,2023-02-01,1010,Product_1465,Robotics,80,954,6,Customer_106,Industrial,Germany,Europe,330,76320,49920
4176,2023-02-01,1423,Product_1126,Sensor,65,70,368,Customer_423,Automotive,Japan,Europe,116,4550,-2990
3716,2023-02-01,1033,Product_1039,Robotics,64,708,475,Customer_389,Industrial,China,Europe,325,45312,24512
7130,2023-02-01,1485,Product_1243,Sensor,95,266,224,Customer_86,Automotive,Germany,Europe,674,25270,-38760
2764,2023-02-01,1415,Product_1165,Sensor,49,874,94,Customer_42,Industrial,Japan,Asia-Pacific,437,42826,21413
57,2023-02-01,1411,Product_1056,Microchip,30,790,257,Customer_200,Industrial,South Korea,North America,293,23700,14910
1082,2023-02-01,1324,Product_1250,Robotics,26,293,394,Customer_312,Consumer Electronics,USA,Asia-Pacific,779,7618,-12636
3055,2023-02-01,1428,Product_1152,Microchip,15,531,57,Customer_181,Consumer Electronics,USA,Asia-Pacific,398,7965,1995
7477,2023-02-01,1162,Product_1377,Sensor,2,57,326,Customer_190,Automotive,Japan,Asia-Pacific,136,114,-158
9909,2023-02-01,1451,Product_1453,Microchip,12,355,471,Customer_6,Automotive,USA,Europe,508,4260,-1836
8365,2023-02-01,1254,Product_1159,Sensor,75,179,437,Customer_261,Consumer Electronics,Germany,Europe,474,13425,-22125
9749,2023-02-01,1076,Product_1497,Robotics,95,158,59,Customer_479,Industrial,USA,Europe,135,15010,2185
4669,2023-02-01,1077,Product_1080,Microchip,92,40,371,Customer_344,Automotive,South Korea,North America,105,3680,-5980
4627,2023-02-01,1276,Product_1389,Microchip,73,370,46,Customer_362,Automotive,USA,Asia-Pacific,267,27010,7519
2674,2023-02-01,1476,Product_1167,Robotics,95,280,479,Customer_96,Industrial,USA,Asia-Pacific,355,26600,-7125
4133,2023-02-01,1006,Product_1242,Microchip,50,365,387,Customer_396,Automotive,China,Europe,41,18250,16200
474,2023-02-01,1055,Product_1086,Microchip,67,203,233,Customer_393,Industrial,South Korea,North America,6,13601,13199
6830,2023-02-01,1406,Product_1485,Sensor,1,211,306,Customer_477,Industrial,China,Europe,612,211,-401
8786,2023-02-02,1183,Product_1062,Microchip,66,471,27,Customer_124,Consumer Electronics,South Korea,Europe,212,31086,17094
9196,2023-02-02,1092,Product_1185,Microchip,16,178,415,Customer_294,Automotive,China,North America,294,2848,-1856
5791,2023-02-02,1145,Product_1328,Robotics,76,59,496,Customer_459,Industrial,China,North America,107,4484,-3648
2003,2023-02-02,1437,Product_1193,Microchip,29,879,63,Customer_190,Consumer Electronics,China,Europe,656,25491,6467
6352,2023-02-02,1044,Product_1312,Microchip,54,516,182,Customer_334,Automotive,South Korea,North America,342,27864,9396
6811,2023-02-02,1475,Product_1444,Sensor,43,519,19,Customer_217,Industrial,USA,Europe,53,22317,20038
2621,2023-02-02,1170,Product_1479,Microchip,67,69,2,Customer_66,Industrial,Japan,North America,688,4623,-41473
6202,2023-02-02,1249,Product_1131,Sensor,38,701,29,Customer_472,Consumer Electronics,China,North America,449,26638,9576
6932,2023-02-02,1277,Product_1371,Microchip,6,698,261,Customer_310,Industrial,Japan,Asia-Pacific,654,4188,264
2232,2023-02-02,1188,Product_1362,Sensor,32,649,443,Customer_479,Automotive,USA,Asia-Pacific,782,20768,-4256
3559,2023-02-02,1206,Product_1391,Microchip,48,457,444,Customer_108,Industrial,China,North America,334,21936,5904
7161,2023-02-02,1099,Product_1118,Robotics,42,885,319,Customer_251,Industrial,USA,Asia-Pacific,713,37170,7224
6982,2023-02-02,1031,Product_1054,Microchip,71,695,166,Customer_259,Industrial,South Korea,Asia-Pacific,777,49345,-5822
6082,2023-02-02,1260,Product_1090,Robotics,32,52,6,Customer_419,Consumer Electronics,Japan,Asia-Pacific,693,1664,-20512
5434,2023-02-02,1409,Product_1040,Robotics,40,885,295,Customer_179,Consumer Electronics,South Korea,North America,261,35400,24960
6232,2023-02-02,1101,Product_1124,Sensor,75,696,345,Customer_278,Consumer Electronics,Japan,Asia-Pacific,262,52200,32550
116,2023-02-02,1227,Product_1475,Robotics,18,783,371,Customer_467,Industrial,Japan,North America,123,14094,11880
3758,2023-02-02,1279,Product_1265,Sensor,83,268,199,Customer_113,Automotive,Germany,Asia-Pacific,7,22244,21663
5581,2023-02-02,1433,Product_1488,Sensor,10,547,496,Customer_439,Automotive,USA,North America,55,5470,4920
2834,2023-02-02,1453,Product_1409,Sensor,99,850,422,Customer_1,Automotive,Japan,North America,562,84150,28512
1641,2023-02-02,1335,Product_1028,Sensor,13,116,493,Customer_109,Industrial,China,Asia-Pacific,498,1508,-4966
6877,2023-02-02,1407,Product_1215,Robotics,26,947,316,Customer_109,Consumer Electronics,South Korea,North America,210,24622,19162
9213,2023-02-03,1062,Product_1482,Sensor,68,725,225,Customer_395,Automotive,Japan,Asia-Pacific,461,49300,17952
2776,2023-02-03,1168,Product_1334,Robotics,90,515,397,Customer_173,Consumer Electronics,Germany,North America,422,46350,8370
3803,2023-02-03,1200,Product_1287,Robotics,34,380,347,Customer_478,Industrial,South Korea,Asia-Pacific,775,12920,-13430
