TransactionID,Date,ProductID,ProductName,ProductCategory,QuantitySold,UnitPrice,CustomerID,CustomerName,CustomerSector,Country,Region,ProductionCost,TotalSaleAmount,Profit
7279,2023-12-01,1098,Product_1295,Robotics,21,130,215,Customer_303,Consumer Electronics,Japan,North America,110,2730,420
309,2023-12-01,1365,Product_1223,Sensor,15,299,473,Customer_9,Automotive,Germany,North America,642,4485,-5145
8934,2023-12-01,1141,Product_1157,Microchip,56,509,160,Customer_79,Consumer Electronics,South Korea,Asia-Pacific,473,28504,2016
2785,2023-12-01,1367,Product_1489,Sensor,3,403,486,Customer_57,Industrial,Germany,North America,623,1209,-660
3541,2023-12-01,1221,Product_1401,Microchip,24,847,407,Customer_447,Automotive,China,Asia-Pacific,222,20328,15000
6055,2023-12-01,1149,Product_1190,Robotics,35,248,255,Customer_178,Automotive,South Korea,Asia-Pacific,398,8680,-5250
9276,2023-12-01,1214,Product_1314,Microchip,45,868,403,Customer_189,Industrial,USA,Asia-Pacific,702,39060,7470
4774,2023-12-01,1462,Product_1178,Microchip,48,666,63,Customer_17,Industrial,China,Europe,23,31968,30864
3650,2023-12-01,1144,Product_1412,Robotics,49,164,67,Customer_382,Automotive,China,North America,120,8036,2156
1815,2023-12-01,1332,Product_1197,Microchip,37,981,333,Customer_428,Industrial,Germany,Asia-Pacific,121,36297,31820
4962,2023-12-01,1025,Product_1308,Robotics,3,375,302,Customer_215,Automotive,Japan,North America,322,1125,159
744,2023-12-01,1143,Product_1063,Sensor,6,678,37,Customer_431,Consumer Electronics,South Korea,Asia-Pacific,289,4068,2334
7583,2023-12-01,1156,Product_1200,Sensor,86,859,496,Customer_158,Consumer Electronics,USA,Europe,141,73874,61748
4686,2023-12-01,1396,Product_1498,Microchip,30,763,448,Customer_234,Automotive,Germany,North America,165,22890,17940
2298,2023-12-01,1143,Product_1478,Sensor,70,355,33,Customer_219,Consumer Electronics,China,North America,273,24850,5740
9335,2023-12-01,1412,Product_1103,Sensor,78,780,190,Customer_311,Industrial,South Korea,Europe,799,60840,-1482
8023,2023-12-01,1085,Product_1027,Microchip,10,323,393,Customer_325,Industrial,South Korea,North America,593,3230,-2700
4011,2023-12-01,1270,Product_1408,Microchip,55,427,200,Customer_57,Automotive,Japan,Europe,55,23485,20460
8560,2023-12-01,1459,Product_1351,Robotics,9,71,179,Customer_491,Automotive,South Korea,Europe,744,639,-6057
6242,2023-12-01,1355,Product_1046,Sensor,80,733,49,Customer_374,Industrial,USA,Asia-Pacific,297,58640,34880
9703,2023-12-02,1354,Product_1391,Microchip,98,963,490,Customer_212,Consumer Electronics,China,Asia-Pacific,237,94374,71148
928,2023-12-02,1379,Product_1448,Robotics,65,981,96,Customer_186,Automotive,South Korea,Europe,72,63765,59085
9440,2023-12-02,1206,Product_1397,Microchip,72,847,98,Customer_102,Automotive,USA,Asia-Pacific,274,60984,41256
621,2023-12-02,1284,Product_1021,Robotics,23,357,366,Customer_324,Automotive,China,Asia-Pacific,575,8211,-5014
595,2023-12-02,1189,Product_1367,Robotics,41,319,290,Customer_288,Industrial,Germany,Europe,430,13079,-4551
9733,2023-12-02,1178,Product_1287,Robotics,50,70,323,Customer_365,Automotive,USA,North America,739,3500,-33450
9713,2023-12-02,1173,Product_1085,Microchip,82,427,86,Customer_487,Industrial,Germany,North America,196,35014,18942
9614,2023-12-02,1452,Product_1150,Robotics,24,360,7,Customer_277,Consumer Electronics,Japan,North America,303,8640,1368
1,2023-12-02,1210,Product_1037,Robotics,44,819,487,Customer_139,Consumer Electronics,China,North America,348,36036,20724
1526,2023-12-02,1494,Product_1080,Robotics,17,843,148,Customer_328,Automotive,USA,Europe,361,14331,8194
1981,2023-12-02,1382,Product_1318,Robotics,8,235,74,Customer_180,Automotive,Germany,North America,148,1880,696
8492,2023-12-02,1161,Product_1476,Robotics,50,573,499,Customer_79,Automotive,China,Asia-Pacific,412,28650,8050
7694,2023-12-02,1311,Product_1473,Robotics,14,519,251,Customer_160,Industrial,China,Asia-Pacific,509,7266,140
8804,2023-12-02,1325,Product_1265,Robotics,55,171,197,Customer_178,Automotive,China,North America,323,9405,-8360
6782,2023-12-02,1157,Product_1020,Robotics,38,983,433,Customer_160,Automotive,USA,Europe,147,37354,31768
